title,image
hummingbird-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/hummingbird-logo%201.svg
hyperscience-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/hyperscience-logo%201.svg
infinite-compositestm-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/infinite-compositestm-logo%201.svg
infralytiks-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/infralytiks-logo%201.svg
inkit-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/inkit-logo%201.svg
ironio-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/ironio-logo%201.svg
ivai-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/ivai-logo%201.svg
jurist ai 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/jurist%20ai%201.svg
labelbox-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/labelbox-logo%201.svg
lastwall-networks-inc-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/lastwall-networks-inc-logo%201.svg
lgnd-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/lgnd-logo%201.svg
lynq-networks-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/lynq-networks-logo%201.svg
mapbox-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/mapbox-logo%201.svg
mdclone-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/mdclone-logo%201.svg
meta-materials-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/meta-materials-logo%201.svg
minereye-ltd-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/minereye-ltd-logo%201.svg
mythic-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/mythic-logo%201.svg
nelnet-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/nelnet-logo%201.svg
new-relic-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/new-relic-logo%201.svg
nozomi-networks-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/nozomi-networks-logo%201.svg
nucleus-security-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/nucleus-security-logo%201.svg
onelogin-by-one-identity-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/onelogin-by-one-identity-logo%201.svg
onfido-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/onfido-logo%201.svg
orca-security-logo (1) 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/orca-security-logo%20%281%29%201.svg
outsystems-file 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/outsystems-file%201.svg
panaseer-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/panaseer-logo%201.svg
partsimony-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/partsimony-logo%201.svg
persado-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/persado-logo%201.svg
persona-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/persona-logo%201.svg
pienso-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/pienso-logo%201.svg
polysentry-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/polysentry-logo%201.svg
preligens-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/preligens-logo%201.svg
premise-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/premise-logo%201.svg
privitar-llc-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/privitar-llc-logo%201.svg
qintel-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/qintel-logo%201.svg
rapidfort-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/rapidfort-logo%201.svg
reality-defender-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/reality-defender-logo%201.svg
redactable-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/redactable-logo%201.svg
rhombus-file 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/rhombus-file%201.svg
rocketchat-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/rocketchat-logo%201.svg
saviynt-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/saviynt-logo%201.svg
scale-ai-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/scale-ai-logo%201.svg
scribe-security-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/scribe-security-logo%201.svg
securityscorecard-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/securityscorecard-logo%201.svg
sema-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sema-logo%201.svg
sentinelone-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sentinelone-logo%201.svg
sepio-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sepio-logo%201.svg
sequentum-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sequentum-logo%201.svg
sitetracker-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sitetracker-logo%201.svg
skyfi-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/skyfi-logo%201.svg
slingshot-aerospace-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/slingshot-aerospace-logo%201.svg
snorkel-ai-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/snorkel-ai-logo%201.svg
solanafloor-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/solanafloor-logo%201.svg
spycloud-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/spycloud-logo%201.svg
stack-overflow-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/stack-overflow-logo%201.svg
stardog-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/stardog-logo%201.svg
streamsets-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/streamsets-logo%201.svg
sumo-logic-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sumo-logic-logo%201.svg
surestack 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/surestack%201.svg
sweetrush-inc-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sweetrush-inc-logo%201.svg
tamr-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/tamr-logo%201.svg
teleport-file 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/teleport-file%201.svg
thoughtspot-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/thoughtspot-logo%201.svg
trifacta-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/trifacta-logo%201.svg
urbanfootprint-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/urbanfootprint-logo%201.svg
veracode-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/veracode-logo%201.svg
veraset-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/veraset-logo%201.svg
verizon-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/verizon-logo%201.svg
vfunction-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/vfunction-logo%201.svg
walkme-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/walkme-logo%201.svg
xona-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/xona-logo%201.svg
zeromark 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/zeromark%201.svg
zerotier-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/zerotier-logo%201.svg
14bis supply tracking 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/14bis%20supply%20tracking%201.png
Accordance 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Accordance%201.png
Anote_logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Anote_logo%201.png
Ariadne maps 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Ariadne%20maps%201.png
Atakama 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Atakama%201.png
Avalon Holographics 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Avalon%20Holographics%201.png
Basic Defense 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Basic%20Defense%201.png
Cognitive Space_id2JmyO33A_1 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Cognitive%20Space_id2JmyO33A_1%201.png
Constellation Network 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Constellation%20Network%201.png
Contrast Security_idQ1z46CeC_1 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Contrast%20Security_idQ1z46CeC_1%201.png
DeepDecision 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/DeepDecision%201.png
Digital.ai_idAQ7sjAmk_1 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Digital.ai_idAQ7sjAmk_1%201.png
Domino Data Lab_idlyIn2hRz_2 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Domino%20Data%20Lab_idlyIn2hRz_2%201.png
EMPEQ_idHjlPZR5Y_2 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/EMPEQ_idHjlPZR5Y_2%201.png
Element Robotics_idkcA8keta_1 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Element%20Robotics_idkcA8keta_1%201.png
Fairmarkit-Logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Fairmarkit-Logo%201.png
Satlyt_logo_temp_light 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Satlyt_logo_temp_light%201.png
Scout Robotics 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/Scout%20Robotics%201.png
VIA-Logo-header 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/VIA-Logo-header%201.png
adf solutions 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/adf%20solutions%201.png
aigen 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/aigen%201.png
airworks 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/airworks%201.png
ameelio 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/ameelio%201.png
apica 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/apica%201.png
appsco 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/appsco%201.png
arcanna AI 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/arcanna%20AI%201.png
arms cyber 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/arms%20cyber%201.png
astranav 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/astranav%201.png
axalton group 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/axalton%20group%201.png
binoloop 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/binoloop%201.png
blacksands cyber 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/blacksands%20cyber%201.png
bluescape 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/bluescape%201.png
boston geospatial 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/boston%20geospatial%201.png
brelyon 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/brelyon%201.png
camvi 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/camvi%201.png
chromaway 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/chromaway%201.png
citydata 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/citydata%201.png
corsight 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/corsight%201.png
culturepulse 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/culturepulse%201.png
diffraction limited labs 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/diffraction%20limited%20labs%201.png
dobility 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/dobility%201.png
exyn-technologies-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/exyn-technologies-logo%201.png
gov-ready-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/gov-ready-logo%201.png
granular-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/granular-logo%201.png
haas-alert-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/haas-alert-logo%201.png
heavyai-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/heavyai-logo%201.png
heights-labs-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/heights-labs-logo%201.png
helix defense 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/helix%20defense%201.png
hyas-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/hyas-logo%201.png
identitii 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/identitii%201.png
imandra 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/imandra%201.png
infinidome-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/infinidome-logo%201.png
innerwell-icon 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/innerwell-icon%201.png
ionicsecurity-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/ionicsecurity-logo%201.png
kinnami-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/kinnami-logo%201.png
kore power 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/kore%20power%201.png
latent-ai-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/latent-ai-logo%201.png
looped-solutions-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/looped-solutions-logo%201.png
mast-reforestation-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/mast-reforestation-logo%201.png
miami-dade-innovation-authority-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/miami-dade-innovation-authority-logo%201.png
mission control ai 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/mission%20control%20ai%201.png
mltwist-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/mltwist-logo%201.png
modus logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/modus%20logo%201.png
momentous 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/momentous%201.png
monolith space 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/monolith%20space%201.png
mrenviorg-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/mrenviorg-logo%201.png
mulga defense 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/mulga%20defense%201.png
nTop-Logo_Light-theme 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/nTop-Logo_Light-theme%201.png
nakupuna-companies-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/nakupuna-companies-logo%201.png
night shift logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/night%20shift%20logo%201.png
nova spark logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/nova%20spark%20logo%201.png
nymbl-systems-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/nymbl-systems-logo%201.png
omniscient-labs-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/omniscient-labs-logo%201.png
omnisent-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/omnisent-logo%201.png
onenav-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/onenav-logo%201.png
opengov-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/opengov-logo%201.png
overtone-inc-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/overtone-inc-logo%201.png
oyla-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/oyla-logo%201.png
parsley logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/parsley%20logo%201.png
phenix-solutions-inc-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/phenix-solutions-inc-logo%201.png
pixxel 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/pixxel%201.png
platform-aerospace-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/platform-aerospace-logo%201.png
privoro-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/privoro-logo%201.png
proxxi-technology-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/proxxi-technology-logo%201.png
quantum interface 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/quantum%20interface%201.png
r2-wireless-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/r2-wireless-logo%201.png
rbc-signals-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/rbc-signals-logo%201.png
replica-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/replica-logo%201.png
rescale-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/rescale-logo%201.png
rescana 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/rescana%201.png
rescana-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/rescana-logo%201.png
riskiq 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/riskiq%201.png
ronin-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/ronin-logo%201.png
sapere consulting 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sapere%20consulting%201.png
scalematerialscom-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/scalematerialscom-logo%201.png
sentenai 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sentenai%201.png
simple-proof-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/simple-proof-logo%201.png
skyryse-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/skyryse-logo%201.png
slnt-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/slnt-logo%201.png
snyk logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/snyk%20logo%201.png
stratodyne-inc-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/stratodyne-inc-logo%201.png
sweatworks-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sweatworks-logo%201.png
sync-layer-inc-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/sync-layer-inc-logo%201.png
syntiant-corp-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/syntiant-corp-logo%201.png
syzygy-cities-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/syzygy-cities-logo%201.png
tacit-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/tacit-logo%201.png
teal-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/teal-logo%201.png
teamworx-security-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/teamworx-security-logo%201.png
televeda-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/televeda-logo%201.png
two-six-technologies-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/two-six-technologies-logo%201.png
unearth 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/unearth%201.png
uptake-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/uptake-logo%201.png
ursa-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/ursa-logo%201.png
vali-cyber-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/vali-cyber-logo%201.png
vault44-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/vault44-logo%201.png
verified-backups-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/verified-backups-logo%201.png
vgit-services-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/vgit-services-logo%201.png
vidrovr-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/vidrovr-logo%201.png
virtru-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/virtru-logo%201.png
votix-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/votix-logo%201.png
weights and biases 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/weights%20and%20biases%201.png
wickr-logo 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/wickr-logo%201.png
yosi health 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/yosi%20health%201.png
zenledger 1,https://raw.githubusercontent.com/alexltvnv/dcode_logos/main/zenledger%201.png
